internal_adspace_id,geo_region_name,os_code,suggested_bid_cpm,raw_bid,bid_method,exploration_direction,exploration_adjustment,observation_count,win_rate,ctr,expected_value_cpm,is_profitable,npi_multiplier
111567,Florida,2,20.0,20.125,v5_explore_low,up,1.4,9,0.387,0.00032463,4.1633,True,1.0
111570,Kentucky,8,20.0,20.125,v5_explore_low,up,1.4,9,0.3101,0.00035414,4.5418,True,1.0
111564,Montana,8,20.0,20.125,v5_explore_low,up,1.4,9,0.3357,0.0003339,4.2823,True,1.0
111569,Ohio,18,20.0,20.125,v5_explore_low,up,1.4,9,0.3613,0.0003339,4.2823,True,1.0
111567,District of Columbia,-1,20.0,20.125,v5_explore_low,up,1.4,9,0.2588,0.00010251,1.3147,False,1.0
111569,Nebraska,-1,20.0,20.125,v5_explore_low,up,1.4,9,0.2331,0.0002656,3.4064,True,1.0
111570,Alabama,-1,20.0,20.125,v5_explore_low,up,1.4,9,0.2844,0.0001826,2.3419,False,1.0
111564,Wisconsin,2,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111570,Washington,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00036521,4.6838,True,1.0
111568,Unknown,18,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00036521,4.6838,True,1.0
111567,Hawaii,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00018849,2.4174,False,1.0
111564,Bourgogne-Franche-Comte,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.0003339,4.2823,True,1.0
111570,Arizona,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111563,South Carolina,18,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00036521,4.6838,True,1.0
111568,Iowa,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111567,Delaware,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00017707,2.2709,False,1.0
111567,South Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.3708,0.00015177,1.9465,False,1.0
111570,Missouri,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00036521,4.6838,True,1.0
111564,Colorado,2,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00056009,7.1832,True,1.0
111568,Kansas,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3445,0.00034372,4.4082,True,1.0
111570,Wisconsin,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111569,West Virginia,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00020869,2.6764,False,1.0
111567,Wyoming,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00024865,3.1889,True,1.0
111563,Iowa,2,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111570,Nebraska,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3708,0.0003339,4.2823,True,1.0
111569,Oklahoma,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00071734,9.1999,True,1.0
111565,New York,18,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111569,Wisconsin,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3445,0.0003339,4.2823,True,1.0
111567,Alaska,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00020503,2.6295,False,1.0
111563,Michigan,1,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00036521,4.6838,True,1.0
111571,Connecticut,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3972,0.00032463,4.1633,True,1.0
111566,Illinois,18,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111568,North Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.0002656,3.4064,True,1.0
111569,Missouri,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111567,New Hampshire,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3972,0.00032463,4.1633,True,1.0
111564,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111570,Utah,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111566,Alabama,2,20.0,20.125,v5_explore_low,up,1.4,8,0.2393,0.00058815,7.5431,True,1.0
111564,Missouri,2,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111568,California,18,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111571,Washington,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111567,Massachusetts,18,20.0,20.125,v5_explore_low,up,1.4,8,0.3182,0.00035414,4.5418,True,1.0
111566,Oregon,2,20.0,20.125,v5_explore_low,up,1.4,8,0.3972,0.00032463,4.1633,True,1.0
111570,Connecticut,8,20.0,20.125,v5_explore_low,up,1.4,8,0.4235,0.00031585,4.0508,True,1.0
111569,Nebraska,8,20.0,20.125,v5_explore_low,up,1.4,8,0.3708,0.0003339,4.2823,True,1.0
111569,Mississippi,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111570,Connecticut,-1,20.0,20.125,v5_explore_low,up,1.4,8,0.2919,0.00015793,2.0254,False,1.0
111568,Oregon,8,20.0,20.125,v5_explore_low,up,1.4,8,0.2656,0.00037699,4.8348,True,1.0
111569,Utah,8,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00037699,4.8348,True,1.0
111566,Rhode Island,8,20.0,20.125,v5_explore_low,up,1.4,7,0.4349,0.00031585,4.0508,True,1.0
111568,District of Columbia,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00014252,1.8278,False,1.0
111565,Missouri,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00037699,4.8348,True,1.0
111569,Iowa,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00022474,2.8823,False,1.0
111568,Alaska,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00027178,3.4856,True,1.0
111565,Colorado,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.0005833,7.4808,True,1.0
111566,South Dakota,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3809,0.0003339,4.2823,True,1.0
111569,Washington,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00032463,4.1633,True,1.0
111566,North Carolina,18,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00059099,7.5794,True,1.0
111570,Ohio,18,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111569,Arkansas,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00022915,2.9388,False,1.0
111566,New York,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00037699,4.8348,True,1.0
111569,Alabama,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111571,North Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00035414,4.5418,True,1.0
111571,Nevada,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.0002656,3.4064,True,1.0
111569,Wyoming,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00032463,4.1633,True,1.0
111566,Pennsylvania,18,20.0,20.125,v5_explore_low,up,1.4,7,0.2998,0.00036521,4.6838,True,1.0
111565,Tennessee,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111566,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111567,New Mexico,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111563,Connecticut,18,20.0,20.125,v5_explore_low,up,1.4,7,0.4349,0.00031585,4.0508,True,1.0
111564,Nevada,18,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111567,New Hampshire,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111566,Colorado,1,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111569,Nevada,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111568,Nevada,8,20.0,20.125,v5_explore_low,up,1.4,7,0.4349,0.00031585,4.0508,True,1.0
111567,Florida,18,20.0,20.125,v5_explore_low,up,1.4,7,0.3809,0.0003339,4.2823,True,1.0
111569,North Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00031585,4.0508,True,1.0
111567,Rhode Island,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111565,Ohio,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111570,Indiana,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111570,Nebraska,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.0003339,4.2823,True,1.0
111567,Delaware,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3268,0.00035414,4.5418,True,1.0
111563,Wisconsin,18,20.0,20.125,v5_explore_low,up,1.4,7,0.2998,0.00036521,4.6838,True,1.0
111568,Florida,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2728,0.00037699,4.8348,True,1.0
111571,Minnesota,8,20.0,20.125,v5_explore_low,up,1.4,7,0.4349,0.00029966,3.8431,True,1.0
111566,California,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2998,0.00036521,4.6838,True,1.0
111570,Alabama,8,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111568,South Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.0002205,2.8279,False,1.0
111568,Washington,2,20.0,20.125,v5_explore_low,up,1.4,7,0.2998,0.00035414,4.5418,True,1.0
111571,Mississippi,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2457,0.00028504,3.6556,True,1.0
111568,Rhode Island,-1,20.0,20.125,v5_explore_low,up,1.4,7,0.2998,0.0001855,2.3791,False,1.0
111565,Wisconsin,2,20.0,20.125,v5_explore_low,up,1.4,7,0.3538,0.00034372,4.4082,True,1.0
111566,Ontario,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00020869,2.6764,False,1.0
111563,New York,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00036521,4.6838,True,1.0
111568,Hawaii,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00019478,2.498,False,1.0
111563,Massachusetts,18,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00051689,6.6291,True,1.0
111568,New Mexico,8,20.0,20.125,v5_explore_low,up,1.4,6,0.2803,0.00037699,4.8348,True,1.0
111565,Texas,2,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00036521,4.6838,True,1.0
111563,Illinois,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00035414,4.5418,True,1.0
111568,New Hampshire,8,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00035414,4.5418,True,1.0
111568,Massachusetts,18,20.0,20.125,v5_explore_low,up,1.4,6,0.2803,0.00037699,4.8348,True,1.0
111568,Vermont,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00023373,2.9976,False,1.0
111566,Missouri,2,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00059882,7.6799,True,1.0
111563,Kentucky,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3637,0.00034372,4.4082,True,1.0
111571,Oregon,8,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00035414,4.5418,True,1.0
111570,New Hampshire,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00024347,3.1225,True,1.0
111564,Indiana,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3637,0.00034372,4.4082,True,1.0
111570,Unknown,18,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00050324,6.454,True,1.0
111564,Michigan,1,20.0,20.125,v5_explore_low,up,1.4,6,0.2803,0.00037699,4.8348,True,1.0
111571,Delaware,8,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00035414,4.5418,True,1.0
111564,Ohio,2,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00047512,6.0934,True,1.0
111567,Idaho,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00010821,1.3878,False,1.0
111567,West Virginia,8,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00035414,4.5418,True,1.0
111567,Idaho,8,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00034372,4.4082,True,1.0
111564,New Mexico,1,20.0,20.125,v5_explore_low,up,1.4,6,0.3915,0.0003339,4.2823,True,1.0
111564,Unknown,1,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00036521,4.6838,True,1.0
111571,Louisiana,8,20.0,20.125,v5_explore_low,up,1.4,6,0.2803,0.00037699,4.8348,True,1.0
111571,Louisiana,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2526,0.00027178,3.4856,True,1.0
111567,Illinois,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00036521,4.6838,True,1.0
111564,Virginia,18,20.0,20.125,v5_explore_low,up,1.4,6,0.3359,0.00035414,4.5418,True,1.0
111564,Manitoba,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.4192,0.00032463,4.1633,True,1.0
111566,Pennsylvania,2,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00036521,4.6838,True,1.0
111568,Delaware,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.3081,0.00022915,2.9388,False,1.0
111569,Nevada,-1,20.0,20.125,v5_explore_low,up,1.4,6,0.2803,0.00021642,2.7756,False,1.0
111564,New Jersey,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00049379,6.3329,True,1.0
111569,Kansas,8,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111564,Akershus,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00024347,3.1225,True,1.0
111566,Manitoba,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.4026,0.0003339,4.2823,True,1.0
111567,South Dakota,8,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111564,Alberta,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00027178,3.4856,True,1.0
111570,Mississippi,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111570,Arkansas,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00024865,3.1889,True,1.0
111564,Indiana,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3455,0.00035414,4.5418,True,1.0
111568,New Hampshire,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00069163,8.8702,True,1.0
111569,Minnesota,8,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00034372,4.4082,True,1.0
111564,California,1,20.0,20.125,v5_explore_low,up,1.4,5,0.3455,0.00035414,4.5418,True,1.0
111566,Colorado,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00060747,7.7907,True,1.0
111569,Massachusetts,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111564,Massachusetts,1,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111570,Louisiana,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111567,Maine,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00012985,1.6653,False,1.0
111563,Georgia,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00035414,4.5418,True,1.0
111570,Iowa,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111564,Rhode Island,18,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111571,Kentucky,8,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.0003339,4.2823,True,1.0
111564,England,8,20.0,20.125,v5_explore_low,up,1.4,5,0.4026,0.0003339,4.2823,True,1.0
111567,New York,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111571,Iowa,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00079822,10.2372,True,1.0
111563,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111565,Virginia,18,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111566,Florida,1,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111570,Florida,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111567,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111565,Connecticut,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3455,0.00035414,4.5418,True,1.0
111570,Unknown,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00046425,5.954,True,1.0
111571,Nevada,8,20.0,20.125,v5_explore_low,up,1.4,5,0.4026,0.0003339,4.2823,True,1.0
111571,Nebraska,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00036521,4.6838,True,1.0
111566,Michigan,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111570,North Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00076535,9.8156,True,1.0
111566,Vermont,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111565,Manitoba,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111571,Ohio,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111569,Alaska,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00029966,3.8431,True,1.0
111566,Texas,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111568,Wyoming,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00027178,3.4856,True,1.0
111570,Oklahoma,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00074706,9.581,True,1.0
111569,Florida,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111565,Indiana,18,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111565,Ar Riyāḑ,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00063276,8.1152,True,1.0
111569,Unknown,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111569,California,18,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111568,Delaware,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111567,Wisconsin,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111566,Washington,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3455,0.00035414,4.5418,True,1.0
111569,South Dakota,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.3455,0.00027178,3.4856,True,1.0
111564,Tennessee,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3741,0.00034372,4.4082,True,1.0
111564,South Carolina,2,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00054513,6.9913,True,1.0
111563,Maine,2,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111567,Arkansas,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2884,0.00037699,4.8348,True,1.0
111569,Iowa,8,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111568,Wisconsin,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111569,Oregon,8,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.0007072,9.0698,True,1.0
111569,Rhode Island,-1,20.0,20.125,v5_explore_low,up,1.4,5,0.2598,0.00024865,3.1889,True,1.0
111565,Nevada,18,20.0,20.125,v5_explore_low,up,1.4,5,0.3169,0.00036521,4.6838,True,1.0
111571,Alabama,8,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111570,West Virginia,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00024347,3.1225,True,1.0
111570,Nevada,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.0002597,3.3307,True,1.0
111570,Wyoming,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00034372,4.4082,True,1.0
111569,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111571,Rhode Island,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00035414,4.5418,True,1.0
111569,Delaware,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00025406,3.2583,True,1.0
111569,Rhode Island,8,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111569,Manitoba,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111571,Colorado,1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111571,Florida,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111571,Kansas,8,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111569,Idaho,8,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111569,Hawaii,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00024865,3.1889,True,1.0
111571,Connecticut,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00073668,9.4479,True,1.0
111571,Wyoming,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00037699,4.8348,True,1.0
111565,Rhode Island,18,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111567,Texas,2,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111564,Tennessee,18,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111567,Oregon,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111564,Rio de Janeiro,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00032463,4.1633,True,1.0
111568,Illinois,18,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111565,Unknown,1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111564,British Columbia,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00032463,4.1633,True,1.0
111563,Florida,18,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111567,Alabama,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00061252,7.8556,True,1.0
111566,Wyoming,8,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111565,New Mexico,1,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111568,Rhode Island,8,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111567,Virginia,2,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111564,New Jersey,18,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111564,Connecticut,18,20.0,20.125,v5_explore_low,up,1.4,4,0.3851,0.00034372,4.4082,True,1.0
111564,District of Columbia,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111563,Montana,8,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111566,Ohio,2,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111563,Rhode Island,18,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00061828,7.9295,True,1.0
111564,Texas,1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00040169,5.1516,True,1.0
111563,Maryland,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111563,Bourgogne-Franche-Comte,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00036521,4.6838,True,1.0
111563,Unknown,1,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111565,California,1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00039854,5.1113,True,1.0
111565,England,8,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111565,British Columbia,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.0003339,4.2823,True,1.0
111567,Montana,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00020149,2.5841,False,1.0
111565,Bourgogne-Franche-Comte,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00063268,8.1141,True,1.0
111565,Iowa,2,20.0,20.125,v5_explore_low,up,1.4,4,0.3262,0.00036521,4.6838,True,1.0
111565,Michigan,1,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111567,Montana,8,20.0,20.125,v5_explore_low,up,1.4,4,0.3557,0.00035414,4.5418,True,1.0
111567,District of Columbia,8,20.0,20.125,v5_explore_low,up,1.4,4,0.2968,0.00037699,4.8348,True,1.0
111565,Akershus,-1,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00032463,4.1633,True,1.0
111567,Ohio,2,20.0,20.125,v5_explore_low,up,1.4,4,0.2674,0.00053666,6.8826,True,1.0
111564,Arizona,2,20.0,20.125,v5_explore_low,up,1.4,3,0.2755,0.00054084,6.9363,True,1.0
111569,Montana,8,20.0,20.125,v5_explore_low,up,1.4,3,0.3058,0.00037699,4.8348,True,1.0
111571,Indiana,18,20.0,20.125,v5_explore_low,up,1.4,3,0.3664,0.00035414,4.5418,True,1.0
111566,Montana,8,20.0,20.125,v5_explore_low,up,1.4,3,0.3058,0.00037699,4.8348,True,1.0
111564,Illinois,2,20.0,20.125,v5_explore_low,up,1.4,3,0.3058,0.00037699,4.8348,True,1.0
111564,Idaho,18,20.0,20.125,v5_explore_low,up,1.4,3,0.2755,0.00063994,8.2072,True,1.0
111566,New Mexico,1,20.0,20.125,v5_explore_low,up,1.4,3,0.3664,0.00035414,4.5418,True,1.0
111566,New York,18,20.0,20.125,v5_explore_low,up,1.4,3,0.2755,0.00050348,6.4572,True,1.0
111564,Georgia,18,20.0,20.125,v5_explore_low,up,1.4,3,0.3664,0.00035414,4.5418,True,1.0
111569,Vermont,-1,20.0,20.125,v5_explore_low,up,1.4,3,0.2755,0.00029216,3.747,True,1.0
