external_userid,multiplier,tier,is_recent,click_count_1year,click_count_20day
1821013194,1.2,insufficient_data,True,1,1.0
1659625713,1.2,insufficient_data,True,1,1.0
1932288446,1.2,insufficient_data,True,2,2.0
1467907188,1.2,insufficient_data,True,4,1.0
1427201706,1.2,insufficient_data,True,1,1.0
1851480586,1.2,insufficient_data,True,1,1.0
1962600346,1.2,insufficient_data,True,2,1.0
1649289836,1.2,insufficient_data,True,2,1.0
1326167107,1.2,insufficient_data,True,1,1.0
1326039587,1.2,insufficient_data,True,1,1.0
1124538194,1.2,insufficient_data,True,1,1.0
1760601561,1.2,insufficient_data,True,1,1.0
1033566203,1.2,insufficient_data,True,2,2.0
1508156084,1.2,insufficient_data,True,3,2.0
1467445338,1.2,insufficient_data,True,1,1.0
1760487128,1.2,insufficient_data,True,2,1.0
1124004924,1.2,insufficient_data,True,1,1.0
1669811576,1.2,insufficient_data,True,1,1.0
1598715732,1.2,insufficient_data,True,1,1.0
1952309635,1.2,insufficient_data,True,2,1.0
1952341364,1.2,insufficient_data,True,2,2.0
1912293598,1.2,insufficient_data,True,1,1.0
1831325661,1.2,insufficient_data,True,2,2.0
1881657468,1.2,insufficient_data,True,1,1.0
1467519900,1.2,insufficient_data,True,1,1.0
1447290622,1.2,insufficient_data,True,2,2.0
1881737740,1.2,insufficient_data,True,1,1.0
1760696884,1.2,insufficient_data,True,1,1.0
1891279659,1.2,insufficient_data,True,2,2.0
1316334915,1.2,insufficient_data,True,1,1.0
1821010232,1.2,insufficient_data,True,2,1.0
1679890594,1.2,insufficient_data,True,2,2.0
1083631956,1.2,insufficient_data,True,1,1.0
1497744700,1.2,insufficient_data,True,1,1.0
1457348815,1.2,insufficient_data,True,1,1.0
1811354251,1.2,insufficient_data,True,2,1.0
1114904679,1.2,insufficient_data,True,1,1.0
1952336232,1.2,insufficient_data,True,2,2.0
1144287798,1.2,insufficient_data,True,2,2.0
1114180197,1.2,insufficient_data,True,1,1.0
1104489277,1.2,insufficient_data,True,2,1.0
1740242627,1.2,insufficient_data,True,1,1.0
1851682314,1.2,insufficient_data,True,1,1.0
1184842288,1.2,insufficient_data,True,1,1.0
1295828499,1.2,insufficient_data,True,1,1.0
1386720126,1.2,insufficient_data,True,2,1.0
1770273575,1.2,insufficient_data,True,1,1.0
1427002351,1.2,insufficient_data,True,2,1.0
1679560049,1.2,insufficient_data,True,2,1.0
1265596522,1.2,insufficient_data,True,1,1.0
1790038735,1.2,insufficient_data,True,1,1.0
1558523894,1.2,insufficient_data,True,1,1.0
1346221785,1.2,insufficient_data,True,2,1.0
1265636138,1.2,insufficient_data,True,1,1.0
1689682262,1.2,insufficient_data,True,2,1.0
1376712570,1.2,insufficient_data,True,1,1.0
1588660849,1.2,insufficient_data,True,1,1.0
1720017692,1.2,insufficient_data,True,2,1.0
1487844650,1.2,insufficient_data,True,2,1.0
1265450498,1.2,insufficient_data,True,1,1.0
1477970705,1.2,insufficient_data,True,1,1.0
1295721306,1.2,insufficient_data,True,1,1.0
1194349548,1.2,insufficient_data,True,2,1.0
1174735252,1.2,insufficient_data,True,1,1.0
1699823492,1.2,insufficient_data,True,3,1.0
1669536348,1.2,insufficient_data,True,4,3.0
1316465727,1.2,insufficient_data,True,1,1.0
1962418491,1.2,insufficient_data,True,2,2.0
1245541754,1.2,insufficient_data,True,1,1.0
1831671643,1.2,insufficient_data,True,2,1.0
1922098441,1.2,insufficient_data,True,2,1.0
1265427355,1.2,insufficient_data,True,1,1.0
1497825087,1.2,insufficient_data,True,1,1.0
1831149392,1.2,insufficient_data,True,1,1.0
1285689935,1.2,insufficient_data,True,1,1.0
1316907934,1.2,insufficient_data,True,1,1.0
1861707291,1.2,insufficient_data,True,1,1.0
1982018693,1.2,insufficient_data,True,2,1.0
1609852102,1.2,insufficient_data,True,4,1.0
1497801559,1.2,insufficient_data,True,1,1.0
1801211958,1.2,insufficient_data,True,1,1.0
1982760427,1.2,insufficient_data,True,1,1.0
1700825486,1.2,insufficient_data,True,1,1.0
1922205814,1.2,insufficient_data,True,1,1.0
1114019965,1.2,insufficient_data,True,2,2.0
1164542197,1.2,insufficient_data,True,2,1.0
1255357596,1.2,insufficient_data,True,2,2.0
1972733160,1.2,insufficient_data,True,1,1.0
1942274378,1.2,insufficient_data,True,1,1.0
1912951260,1.2,insufficient_data,True,1,1.0
1255365912,1.2,insufficient_data,True,1,1.0
1740567353,1.2,insufficient_data,True,1,1.0
1710086608,1.2,insufficient_data,True,3,2.0
1063788446,1.2,insufficient_data,True,1,1.0
1780666594,1.2,insufficient_data,True,1,1.0
1871838078,1.2,insufficient_data,True,1,1.0
1881695815,1.2,insufficient_data,True,1,1.0
1780600726,1.2,insufficient_data,True,1,1.0
1538101605,1.2,insufficient_data,True,1,1.0
1558341065,1.2,insufficient_data,True,1,1.0
1124175492,1.2,insufficient_data,True,1,1.0
1346244027,1.2,insufficient_data,True,2,1.0
1003143330,1.2,insufficient_data,True,1,1.0
1205873874,1.2,insufficient_data,True,1,1.0
1639162100,1.2,insufficient_data,True,1,1.0
1962941583,1.2,insufficient_data,True,1,1.0
1831269299,1.2,insufficient_data,True,1,1.0
1780786194,1.2,insufficient_data,True,1,1.0
1467634824,1.2,insufficient_data,True,2,1.0
1831192608,1.2,insufficient_data,True,2,1.0
1275539561,1.2,insufficient_data,True,1,1.0
1710991104,1.2,insufficient_data,True,2,1.0
1437352820,1.2,insufficient_data,True,1,1.0
1316924079,1.2,insufficient_data,True,1,1.0
1447494851,1.2,insufficient_data,True,2,1.0
1821040320,1.2,insufficient_data,True,1,1.0
1609006972,1.2,insufficient_data,True,4,1.0
1700856820,1.2,insufficient_data,True,1,1.0
1225049984,1.2,insufficient_data,True,3,1.0
1700878212,1.2,insufficient_data,True,1,1.0
1235372715,1.2,insufficient_data,True,2,1.0
1811296148,1.2,insufficient_data,True,4,1.0
1366936882,1.2,insufficient_data,True,1,1.0
1114935772,1.2,insufficient_data,True,2,1.0
1669413746,1.2,insufficient_data,True,2,2.0
1730106386,1.2,insufficient_data,True,2,1.0
1912042557,1.2,insufficient_data,True,1,1.0
1538687868,1.2,insufficient_data,True,1,1.0
1811159510,1.2,insufficient_data,True,1,1.0
1942658596,1.2,insufficient_data,True,1,1.0
1457501363,1.2,insufficient_data,True,1,1.0
1457537631,1.2,insufficient_data,True,1,1.0
1225023781,1.2,insufficient_data,True,2,1.0
1013945906,1.2,insufficient_data,True,3,1.0
1972513299,1.2,insufficient_data,True,2,1.0
1346879368,1.2,insufficient_data,True,1,1.0
1356544274,1.2,insufficient_data,True,4,1.0
1134167869,1.2,insufficient_data,True,2,1.0
1942299920,1.2,insufficient_data,True,1,1.0
1902872385,1.2,insufficient_data,True,4,1.0
1437161031,1.2,insufficient_data,True,3,2.0
1710944392,1.2,insufficient_data,True,1,1.0
1396808770,1.2,insufficient_data,True,1,1.0
1508242975,1.2,insufficient_data,True,2,1.0
1699794370,1.2,insufficient_data,True,1,1.0
1053751107,1.2,insufficient_data,True,2,2.0
1124146626,1.2,insufficient_data,True,2,1.0
1053385542,1.2,insufficient_data,True,1,1.0
1225121452,1.2,insufficient_data,True,3,1.0
1467458000,1.2,insufficient_data,True,1,1.0
1912165440,1.2,insufficient_data,True,1,1.0
1528144839,1.2,insufficient_data,True,2,1.0
1386648210,1.2,insufficient_data,True,1,1.0
1851300818,1.2,insufficient_data,True,1,1.0
1184790586,1.2,insufficient_data,True,1,1.0
1457988750,1.2,insufficient_data,True,1,1.0
1235176835,1.2,insufficient_data,True,2,1.0
1376697359,1.2,insufficient_data,True,2,1.0
1124083431,1.2,insufficient_data,True,1,1.0
1639353394,1.2,insufficient_data,True,3,1.0
1760417125,1.2,insufficient_data,True,1,1.0
1669434759,1.2,insufficient_data,True,2,1.0
1750765558,1.2,insufficient_data,True,1,1.0
1376807669,1.2,insufficient_data,True,1,1.0
1194815126,1.2,insufficient_data,True,1,1.0
1023003407,1.2,insufficient_data,True,1,1.0
1528476868,1.2,insufficient_data,True,1,1.0
1124000104,1.2,insufficient_data,True,2,1.0
1174668735,1.2,insufficient_data,True,2,1.0
1366733404,1.2,insufficient_data,True,1,1.0
1396935862,1.2,insufficient_data,True,2,1.0
1467850891,1.2,insufficient_data,True,2,1.0
1750469706,1.2,insufficient_data,True,4,1.0
1821280298,1.2,insufficient_data,True,2,1.0
1831345974,1.2,insufficient_data,True,2,1.0
1053483792,1.2,insufficient_data,True,3,1.0
1053322842,1.2,insufficient_data,True,2,1.0
1285686923,1.2,insufficient_data,True,2,1.0
1073564456,1.2,insufficient_data,True,2,1.0
1720443153,1.2,insufficient_data,True,4,1.0
1912094483,1.2,insufficient_data,True,1,1.0
1669913893,1.2,insufficient_data,True,2,1.0
1073520839,1.2,insufficient_data,True,2,1.0
1437475795,1.2,insufficient_data,True,1,1.0
1528441060,1.2,insufficient_data,True,1,1.0
1376879825,1.2,insufficient_data,True,2,1.0
1487623583,1.2,insufficient_data,True,2,1.0
1730148503,1.2,insufficient_data,True,1,1.0
1326200106,1.2,insufficient_data,True,3,2.0
1891059077,1.2,insufficient_data,True,1,1.0
1861435828,1.2,insufficient_data,True,1,1.0
1790726057,1.2,insufficient_data,True,1,1.0
1588716849,1.2,insufficient_data,True,1,1.0
1093862021,1.2,insufficient_data,True,1,1.0
1003835513,1.2,insufficient_data,True,1,1.0
1154402188,1.2,insufficient_data,True,1,1.0
1952303414,1.2,insufficient_data,True,1,1.0
1720075294,1.2,insufficient_data,True,1,1.0
1427618982,1.2,insufficient_data,True,2,1.0
1346402781,1.2,insufficient_data,True,1,1.0
1871511121,1.2,insufficient_data,True,1,1.0
1174065841,1.2,insufficient_data,True,2,1.0
1003450677,1.2,insufficient_data,True,1,1.0
1609042431,1.2,insufficient_data,True,3,1.0
1376529651,1.2,insufficient_data,True,1,1.0
1851377634,1.2,insufficient_data,True,2,2.0
1720050347,1.2,insufficient_data,True,1,1.0
1326168337,1.2,insufficient_data,True,1,1.0
1417970583,1.2,insufficient_data,True,1,1.0
1962738435,1.2,insufficient_data,True,1,1.0
1477797827,1.2,insufficient_data,True,1,1.0
1659457265,1.2,insufficient_data,True,1,1.0
1972781847,1.2,insufficient_data,True,1,1.0
1649253998,1.2,insufficient_data,True,1,1.0
1205213493,1.2,insufficient_data,True,1,1.0
1467909531,1.2,insufficient_data,True,2,2.0
1093759474,1.2,insufficient_data,True,1,1.0
1104025154,1.2,insufficient_data,True,2,1.0
1144209552,1.2,insufficient_data,True,1,1.0
1154846699,1.2,insufficient_data,True,3,1.0
1245262435,1.2,insufficient_data,True,1,1.0
1568464063,1.2,insufficient_data,True,1,1.0
1851648224,1.2,insufficient_data,True,1,1.0
1386755197,1.2,insufficient_data,True,1,1.0
1346252558,1.2,insufficient_data,True,1,1.0
1184921058,1.2,insufficient_data,True,3,1.0
1437101037,1.2,insufficient_data,True,3,1.0
1669672275,1.2,insufficient_data,True,1,1.0
1366419947,1.2,insufficient_data,True,2,1.0
1770742595,1.2,insufficient_data,True,1,1.0
1467648949,1.2,insufficient_data,True,3,1.0
1891996823,1.2,insufficient_data,True,3,1.0
1629317425,1.2,insufficient_data,True,3,1.0
1710988969,1.2,insufficient_data,True,1,1.0
1053394098,1.2,insufficient_data,True,4,1.0
1033163217,1.2,insufficient_data,True,1,1.0
1356421762,1.2,insufficient_data,True,1,1.0
1104243666,1.2,insufficient_data,True,1,1.0
1669600615,1.2,insufficient_data,True,1,1.0
1831288976,1.2,insufficient_data,True,1,1.0
1326109489,1.2,insufficient_data,True,1,1.0
1194763318,1.2,insufficient_data,True,1,1.0
1770514325,1.2,insufficient_data,True,2,1.0
1467999441,1.2,insufficient_data,True,2,2.0
1598280539,1.2,insufficient_data,True,1,1.0
1659467298,1.2,insufficient_data,True,1,1.0
1700860210,1.2,insufficient_data,True,3,1.0
1356428189,1.2,insufficient_data,True,1,1.0
1922083690,1.2,insufficient_data,True,1,1.0
1467638601,1.2,insufficient_data,True,1,1.0
1144341280,1.2,insufficient_data,True,1,1.0
1902157357,1.2,insufficient_data,True,1,1.0
1316071301,1.2,insufficient_data,True,1,1.0
1578596029,1.2,insufficient_data,True,2,1.0
1083801450,1.2,insufficient_data,True,2,1.0
1659354736,1.2,insufficient_data,True,2,1.0
1457351918,1.2,insufficient_data,True,1,1.0
1720143084,1.2,insufficient_data,True,2,2.0
1831384437,1.2,insufficient_data,True,1,1.0
1083711766,1.2,insufficient_data,True,1,1.0
1609834696,1.2,insufficient_data,True,1,1.0
1962594796,1.2,insufficient_data,True,1,1.0
1386954436,1.2,insufficient_data,True,3,1.0
1255348173,1.2,insufficient_data,True,2,1.0
1265724777,1.2,insufficient_data,True,1,1.0
1750488870,1.2,insufficient_data,True,1,1.0
1093721805,1.2,insufficient_data,True,4,1.0
1699738260,1.2,insufficient_data,True,4,1.0
1124036017,1.2,insufficient_data,True,1,1.0
1417967837,1.2,insufficient_data,True,2,1.0
1023102001,1.2,insufficient_data,True,4,1.0
1174705107,1.2,insufficient_data,True,2,1.0
1700825973,1.2,insufficient_data,True,1,1.0
1902949472,1.2,insufficient_data,True,1,1.0
1962560185,1.2,insufficient_data,True,1,1.0
1508124116,1.2,insufficient_data,True,1,1.0
1659309888,1.2,insufficient_data,True,1,1.0
1326087164,1.2,insufficient_data,True,2,1.0
1215131701,1.2,insufficient_data,True,2,1.0
1992089981,1.2,insufficient_data,True,4,2.0
1497934061,1.2,insufficient_data,True,1,1.0
1508885203,1.2,insufficient_data,True,1,1.0
1972563427,1.2,insufficient_data,True,1,1.0
1801847470,1.2,insufficient_data,True,4,1.0
1831141878,1.2,insufficient_data,True,1,1.0
1922118165,1.2,insufficient_data,True,1,1.0
1104953611,1.2,insufficient_data,True,4,2.0
1407807209,1.2,insufficient_data,True,1,1.0
1578695524,1.2,insufficient_data,True,1,1.0
1396955522,1.2,insufficient_data,True,1,1.0
1174786594,1.2,insufficient_data,True,2,1.0
1295733970,1.2,insufficient_data,True,1,1.0
1578603452,1.2,insufficient_data,True,1,1.0
1295708071,1.2,insufficient_data,True,1,1.0
1750514782,1.2,insufficient_data,True,1,1.0
1669633665,1.2,insufficient_data,True,1,1.0
1124233739,1.2,insufficient_data,True,1,1.0
1174635924,1.2,insufficient_data,True,1,1.0
1114966488,1.2,insufficient_data,True,1,1.0
1366467748,1.2,insufficient_data,True,1,1.0
1497953590,1.2,insufficient_data,True,1,1.0
1912016569,1.2,insufficient_data,True,1,1.0
1346642584,1.2,insufficient_data,True,1,1.0
1356461438,1.2,insufficient_data,True,1,1.0
1619949534,1.2,insufficient_data,True,1,1.0
1821094459,1.2,insufficient_data,True,3,1.0
1669071809,1.2,insufficient_data,True,1,1.0
1518997188,1.2,insufficient_data,True,2,1.0
1013181999,1.2,insufficient_data,True,2,1.0
1609017425,1.2,insufficient_data,True,1,1.0
1215480587,1.2,insufficient_data,True,1,1.0
1376823997,1.2,insufficient_data,True,2,1.0
1144231853,1.2,insufficient_data,True,1,1.0
1710001029,1.2,insufficient_data,True,2,1.0
1093771958,1.2,insufficient_data,True,1,1.0
1790785772,1.2,insufficient_data,True,4,1.0
1811007636,1.2,insufficient_data,True,2,2.0
1922025899,1.2,insufficient_data,True,2,2.0
1972600591,1.2,insufficient_data,True,1,1.0
1023033255,1.2,insufficient_data,True,3,1.0
1215907753,1.2,insufficient_data,True,2,1.0
1952315160,1.2,insufficient_data,True,1,1.0
1689873358,1.2,insufficient_data,True,3,1.0
1275518771,1.2,insufficient_data,True,3,1.0
1780991752,1.2,insufficient_data,True,1,1.0
1962730762,1.2,insufficient_data,True,1,1.0
1194886648,1.2,insufficient_data,True,2,1.0
1194755660,1.2,insufficient_data,True,1,1.0
1972524338,1.2,insufficient_data,True,1,1.0
1992807242,1.2,insufficient_data,True,2,2.0
1003903832,1.2,insufficient_data,True,2,1.0
1689748535,1.2,insufficient_data,True,1,1.0
1942444047,1.2,insufficient_data,True,1,1.0
1730134834,1.2,insufficient_data,True,4,1.0
1093912024,1.2,insufficient_data,True,1,1.0
1972568244,1.2,insufficient_data,True,4,1.0
1598781353,1.2,insufficient_data,True,2,1.0
1033105838,1.2,insufficient_data,True,1,1.0
1801054374,1.2,insufficient_data,True,1,1.0
1942316484,1.2,insufficient_data,True,2,2.0
1518279066,1.2,insufficient_data,True,1,1.0
1205033115,1.2,insufficient_data,True,1,1.0
1982877148,1.2,insufficient_data,True,2,2.0
1649231416,1.2,insufficient_data,True,1,1.0
1245254382,1.2,insufficient_data,True,1,1.0
1972567048,1.2,insufficient_data,True,1,1.0
1639141203,1.2,insufficient_data,True,2,1.0
1598902728,1.2,insufficient_data,True,2,1.0
1164650875,1.2,insufficient_data,True,1,1.0
1790821841,1.2,insufficient_data,True,1,1.0
1801952023,1.2,insufficient_data,True,2,1.0
1912927062,1.2,insufficient_data,True,1,1.0
1013149889,1.2,insufficient_data,True,2,1.0
1376560367,1.2,insufficient_data,True,1,1.0
1700958576,1.2,insufficient_data,True,1,1.0
1669568176,1.2,insufficient_data,True,2,1.0
1962483396,1.2,insufficient_data,True,1,1.0
1457840316,1.2,insufficient_data,True,2,1.0
1851546576,1.2,insufficient_data,True,1,1.0
1417162587,1.2,insufficient_data,True,3,1.0
1881670867,1.2,insufficient_data,True,2,1.0
