domain,tier,multiplier,bids,views,clicks,shrunk_rate
geeksforgeeks.org,insufficient_data,1.0,7,0,0,0.064509
geeksorbit.com,insufficient_data,1.0,7,0,0,0.064509
geekygreenhouse.com,insufficient_data,1.0,6,0,0,0.066301
100krecipes.com,baseline,1.0,351,7,7,0.024637
geekyposh.com,insufficient_data,1.0,5,0,0,0.068195
geekytricee.com,insufficient_data,1.0,4,0,0,0.070201
gekbuzz.com,insufficient_data,1.0,9,1,1,0.086842
gelsonluz.com,insufficient_data,1.0,1,0,0,0.076994
gemmaetc.com,insufficient_data,1.0,6,0,0,0.066301
gencoupe.com,insufficient_data,1.0,1,1,1,0.109252
generationacresfarm.com,insufficient_data,1.0,7,0,0,0.064509
generatormix.com,insufficient_data,1.0,1,0,0,0.076994
gazette.com,insufficient_data,1.0,25,0,0,0.043397
gaynycdad.com,insufficient_data,1.0,1,0,0,0.076994
gatorforums.net,insufficient_data,1.0,4,2,2,0.129024
gatheredinthekitchen.com,insufficient_data,1.0,16,0,0,0.051887
gardengearshop.com,insufficient_data,1.0,27,1,1,0.059418
gardengrubblog.com,insufficient_data,1.0,1,0,0,0.076994
gardeningbank.com,insufficient_data,1.0,3,1,1,0.102631
gardenja.com,insufficient_data,1.0,6,0,0,0.066301
gardenrant.com,insufficient_data,1.0,14,1,1,0.076973
gardential.com,insufficient_data,1.0,1,0,0,0.076994
gardentoolexpert.com,insufficient_data,1.0,1,0,0,0.076994
gardentractortalk.com,insufficient_data,1.0,10,0,0,0.059671
gardenvive.com,insufficient_data,1.0,13,0,0,0.055508
garlicdelight.com,insufficient_data,1.0,1,0,0,0.076994
garlicpan.com,insufficient_data,1.0,1,0,0,0.076994
garmoth.com,insufficient_data,1.0,23,1,1,0.063902
garrisonstreetdesignstudio.com,insufficient_data,1.0,3,0,0,0.072328
gastronomblog.com,insufficient_data,1.0,18,0,0,0.049726
gastronotherapy.com,insufficient_data,1.0,12,0,0,0.056829
gatewaycityradio.com,insufficient_data,1.0,1,0,0,0.076994
gatherandgotravel.com,insufficient_data,1.0,17,0,0,0.050784
fontshut.com,insufficient_data,1.0,21,1,1,0.066408
fontbolt.com,insufficient_data,1.0,28,0,0,0.041152
emilyquickdinners.com,insufficient_data,1.0,4,0,0,0.070201
excelsamurai.com,insufficient_data,1.0,2,0,0,0.074588
evoxforums.com,insufficient_data,1.0,1,0,0,0.076994
evseats.com,insufficient_data,1.0,9,0,0,0.061201
ewordchallenge.net,insufficient_data,1.0,12,0,0,0.056829
ex-500.com,insufficient_data,1.0,1,0,0,0.076994
examstudyexpert.com,insufficient_data,1.0,3,0,0,0.072328
excel-tutorial.com,insufficient_data,1.0,1,0,0,0.076994
exceladept.com,insufficient_data,1.0,4,0,0,0.070201
exceloffthegrid.com,insufficient_data,1.0,2,0,0,0.074588
excelsiorcalifornia.com,insufficient_data,1.0,1,0,0,0.076994
evoqueforums.net,insufficient_data,1.0,3,0,0,0.072328
exercisewithstyle.com,insufficient_data,1.0,16,0,0,0.051887
exorecipes.com,insufficient_data,1.0,1,0,0,0.076994
expertphotography.com,insufficient_data,1.0,24,3,3,0.099756
expireddomains.com,insufficient_data,1.0,2,0,0,0.074588
explorecams.com,insufficient_data,1.0,8,0,0,0.062811
exploreclarion.com,insufficient_data,1.0,7,0,0,0.064509
explorecookeat.com,insufficient_data,1.0,4,0,0,0.070201
explorepsychology.com,insufficient_data,1.0,16,0,0,0.051887
evoqueownersclub.co.uk,insufficient_data,1.0,3,0,0,0.072328
eviltwin.kitchen,insufficient_data,1.0,2,0,0,0.074588
explorermomma.com,insufficient_data,1.0,25,0,0,0.043397
everystarisdifferent.com,insufficient_data,1.0,3,0,0,0.072328
everydayoldhouse.com,insufficient_data,1.0,10,0,0,0.059671
everydaypie.com,insufficient_data,1.0,29,0,0,0.040455
everydaypower.com,insufficient_data,1.0,1,0,0,0.076994
everydayroots.com,insufficient_data,1.0,2,0,0,0.074588
everydaysavvy.com,insufficient_data,1.0,2,0,0,0.074588
everydayshortcuts.com,insufficient_data,1.0,8,0,0,0.062811
everydaysouthwest.com,insufficient_data,1.0,15,0,0,0.053041
everydaywanderer.com,insufficient_data,1.0,2,0,0,0.074588
everysteph.com,insufficient_data,1.0,1,0,0,0.076994
everywherewild.com,insufficient_data,1.0,2,0,0,0.074588
everything2stroke.com,insufficient_data,1.0,1,0,0,0.076994
everythingabode.com,insufficient_data,1.0,10,1,1,0.084671
everythingbabyshowers.com,insufficient_data,1.0,1,0,0,0.076994
everythingjustbaked.com,insufficient_data,1.0,15,0,0,0.053041
everythingnash.com,insufficient_data,1.0,1,1,1,0.109252
everythingplayadelcarmen.com,insufficient_data,1.0,9,0,0,0.061201
everythingstainedglass.com,insufficient_data,1.0,11,0,0,0.058215
everythingzany.com,insufficient_data,1.0,3,0,0,0.072328
explorerforum.com,insufficient_data,1.0,20,2,2,0.087736
explorethecotswolds.com,insufficient_data,1.0,20,0,0,0.047736
familytabletreasures.com,insufficient_data,1.0,2,0,0,0.074588
familycantravel.com,insufficient_data,1.0,14,0,0,0.054246
fairytaleshadows.com,insufficient_data,1.0,10,0,0,0.059671
faithfullyglutenfree.com,insufficient_data,1.0,3,0,0,0.072328
faithinspires.org,insufficient_data,1.0,1,0,0,0.076994
falixnodes.net,insufficient_data,1.0,2,0,0,0.074588
famadillo.com,insufficient_data,1.0,6,0,0,0.066301
familieslovetravel.com,insufficient_data,1.0,5,0,0,0.068195
family-friends-food.com,insufficient_data,1.0,22,0,0,0.0459
familyadventuresblog.com,insufficient_data,1.0,16,0,0,0.051887
familydaystriedandtested.com,insufficient_data,1.0,2,0,0,0.074588
factanimal.com,insufficient_data,1.0,17,0,0,0.050784
familyfarmlivestock.com,insufficient_data,1.0,2,0,0,0.074588
familyfavoriteholidayrecipes.com,insufficient_data,1.0,3,0,0,0.072328
familyfocusblog.com,insufficient_data,1.0,20,0,0,0.047736
familyfuninomaha.com,insufficient_data,1.0,2,0,0,0.074588
familyhomeinspo.com,insufficient_data,1.0,4,0,0,0.070201
familyoffduty.com,insufficient_data,1.0,7,0,0,0.064509
familyonketo.com,insufficient_data,1.0,4,1,1,0.099612
familyrecipeworld.com,insufficient_data,1.0,27,0,0,0.041874
factspodium.com,insufficient_data,1.0,7,0,0,0.064509
fachords.com,insufficient_data,1.0,2,0,0,0.074588
explorewithalec.com,insufficient_data,1.0,18,5,5,0.153892
eyesonisles.com,insufficient_data,1.0,6,0,0,0.066301
exploringdomesticity.com,insufficient_data,1.0,1,0,0,0.076994
express.pk,insufficient_data,1.0,2,0,0,0.074588
exputer.com,insufficient_data,1.0,2,0,0,0.074588
extrachill.com,insufficient_data,1.0,16,0,0,0.051887
extremecouponingmom.ca,insufficient_data,1.0,1,0,0,0.076994
extremetech.com,insufficient_data,1.0,2,0,0,0.074588
eyeandpen.com,insufficient_data,1.0,1,0,0,0.076994
eyeloveknots.com,insufficient_data,1.0,24,1,1,0.062719
eyexan.com,insufficient_data,1.0,2,0,0,0.074588
fabfood4all.co.uk,insufficient_data,1.0,2,0,0,0.074588
eytozee.com,insufficient_data,1.0,5,0,0,0.068195
ezspss.com,insufficient_data,1.0,20,0,0,0.047736
f150ecoboost.net,insufficient_data,1.0,1,0,0,0.076994
f150lab.com,insufficient_data,1.0,1,0,0,0.076994
f1chronicle.com,insufficient_data,1.0,1,0,0,0.076994
f1oversteer.com,insufficient_data,1.0,11,0,0,0.058215
f6cforum.com,insufficient_data,1.0,2,0,0,0.074588
fabbaloo.com,insufficient_data,1.0,3,0,0,0.072328
everydaylatina.com,insufficient_data,1.0,16,0,0,0.051887
everydayketogenic.com,insufficient_data,1.0,5,0,0,0.068195
everydayjenny.com,insufficient_data,1.0,5,0,0,0.068195
enrichingpursuits.com,insufficient_data,1.0,21,0,0,0.0468
englishstudyonline.org,insufficient_data,1.0,3,1,1,0.102631
englishworksheetsland.com,insufficient_data,1.0,24,0,0,0.0442
enhanceyourpalate.com,insufficient_data,1.0,1,0,0,0.076994
enjoycleaneating.com,insufficient_data,1.0,3,0,0,0.072328
enjoyjava.com,insufficient_data,1.0,2,1,1,0.105838
enlightenedelisa.com,insufficient_data,1.0,11,2,2,0.106996
enlightio.com,insufficient_data,1.0,11,0,0,0.058215
enneagramexplained.com,insufficient_data,1.0,2,0,0,0.074588
enrilemoine.com,insufficient_data,1.0,2,0,0,0.074588
englishhistory.net,insufficient_data,1.0,1,0,0,0.076994
enstarz.com,insufficient_data,1.0,27,1,1,0.059418
enterprisenews.com,insufficient_data,1.0,1,0,0,0.076994
entertainidea.com,insufficient_data,1.0,3,0,0,0.072328
entrecourier.com,insufficient_data,1.0,2,0,0,0.074588
entrepreneurmindz.com,insufficient_data,1.0,6,0,0,0.066301
environment.co,insufficient_data,1.0,5,0,0,0.068195
envisionforum.com,insufficient_data,1.0,8,0,0,0.062811
eparentsonline.com,insufficient_data,1.0,1,0,0,0.076994
englishrecap.com,insufficient_data,1.0,3,1,1,0.102631
englishforeveryone.org,insufficient_data,1.0,8,0,0,0.062811
everydayfunfinds.com,insufficient_data,1.0,1,0,0,0.076994
emojisprout.com,insufficient_data,1.0,4,2,2,0.129024
emilyreviews.com,insufficient_data,1.0,2,0,0,0.074588
emilyscook.com,insufficient_data,1.0,2,0,0,0.074588
emilysplate.com,insufficient_data,1.0,9,1,1,0.086842
emmacourtneyhome.com,insufficient_data,1.0,6,0,0,0.066301
emmaduckworthbakes.com,insufficient_data,1.0,18,0,0,0.049726
emmaeatsandexplores.com,insufficient_data,1.0,2,0,0,0.074588
emojidb.org,insufficient_data,1.0,11,0,0,0.058215
emojis.wiki,insufficient_data,1.0,1,0,0,0.076994
empiricalmama.com,insufficient_data,1.0,1,0,0,0.076994
engineswork.com,insufficient_data,1.0,1,0,0,0.076994
empoweredsinglemoms.com,insufficient_data,1.0,1,0,0,0.076994
empyreanriders.com,insufficient_data,1.0,12,0,0,0.056829
ender-chest.com,insufficient_data,1.0,1,0,0,0.076994
endlessdistances.com,insufficient_data,1.0,4,0,0,0.070201
endofthefork.com,insufficient_data,1.0,2,0,0,0.074588
energytheory.com,insufficient_data,1.0,1,0,0,0.076994
enginediary.com,insufficient_data,1.0,1,0,0,0.076994
engineerhardwoodflooring.com,insufficient_data,1.0,1,0,0,0.076994
epicflix.com,insufficient_data,1.0,1,0,0,0.076994
epichomeideas.com,insufficient_data,1.0,4,0,0,0.070201
epicnaturalhealth.com,insufficient_data,1.0,15,0,0,0.053041
europeupclose.com,insufficient_data,1.0,3,0,0,0.072328
esterkocht.com,insufficient_data,1.0,1,0,0,0.076994
etechzones.com,insufficient_data,1.0,1,0,0,0.076994
eternal-expat.com,insufficient_data,1.0,15,0,0,0.053041
eternalrecipes.com,insufficient_data,1.0,1,0,0,0.076994
etfoodvoyage.com,insufficient_data,1.0,7,0,0,0.064509
ethnicspoon.com,insufficient_data,1.0,21,0,0,0.0468
etro.gg,insufficient_data,1.0,1,0,0,0.076994
eurogamer.net,insufficient_data,1.0,9,4,4,0.163765
evelynscooking.com,insufficient_data,1.0,20,0,0,0.047736
epicureandculture.com,insufficient_data,1.0,1,0,0,0.076994
evelynseats.com,insufficient_data,1.0,2,0,0,0.074588
eveningsun.com,insufficient_data,1.0,2,0,0,0.074588
eventhubs.com,insufficient_data,1.0,16,0,0,0.051887
evergrowingchristians.com,insufficient_data,1.0,14,0,0,0.054246
everlastingoccasion.com,insufficient_data,1.0,1,0,0,0.076994
everton.news,insufficient_data,1.0,10,2,2,0.109671
everydayabovedirt.com,insufficient_data,1.0,9,1,1,0.086842
everydayeasyeats.com,insufficient_data,1.0,7,0,0,0.064509
estapinto.com,insufficient_data,1.0,16,2,2,0.095366
esspots.com,insufficient_data,1.0,1,0,0,0.076994
essenziale-hd.com,insufficient_data,1.0,2,0,0,0.074588
esquiremag.ph,insufficient_data,1.0,4,1,1,0.099612
epicuricloud.com,insufficient_data,1.0,12,0,0,0.056829
episode.ninja,insufficient_data,1.0,18,0,0,0.049726
eqinterface.com,insufficient_data,1.0,1,0,0,0.076994
equinehelper.com,insufficient_data,1.0,2,0,0,0.074588
equinoxevforum.com,insufficient_data,1.0,25,1,1,0.061579
equipboard.com,insufficient_data,1.0,19,0,0,0.048711
ereads.com,insufficient_data,1.0,9,0,0,0.061201
erictriesit.com,insufficient_data,1.0,1,0,0,0.076994
erinsinsidejob.com,insufficient_data,1.0,17,2,2,0.093337
errorcoins.org,insufficient_data,1.0,9,0,0,0.061201
escape-city.com,insufficient_data,1.0,1,0,0,0.076994
escape-town.com,insufficient_data,1.0,1,0,0,0.076994
eslforums.com,insufficient_data,1.0,6,0,0,0.066301
esologs.com,insufficient_data,1.0,5,0,0,0.068195
esoui.com,insufficient_data,1.0,1,0,0,0.076994
espn690.com,insufficient_data,1.0,1,1,1,0.109252
espnswfl.com,insufficient_data,1.0,6,1,1,0.094078
familyspice.com,insufficient_data,1.0,25,0,0,0.043397
familytablevibes.com,insufficient_data,1.0,11,2,2,0.106996
followtiffsjourney.com,insufficient_data,1.0,5,0,0,0.068195
flagle.org,insufficient_data,1.0,1,0,0,0.076994
fitsianfoodlife.com,insufficient_data,1.0,1,0,0,0.076994
fitwafflekitchen.com,insufficient_data,1.0,11,0,0,0.058215
fivefortheroad.com,insufficient_data,1.0,1,0,0,0.076994
fivesensesofliving.com,insufficient_data,1.0,1,0,0,0.076994
fixdapp.com,insufficient_data,1.0,11,0,0,0.058215
fjcforums.com,insufficient_data,1.0,1,0,0,0.076994
fjcruiserforums.com,insufficient_data,1.0,6,1,1,0.094078
fjordsandbeaches.com,insufficient_data,1.0,7,0,0,0.064509
flashpackingamerica.com,insufficient_data,1.0,5,0,0,0.068195
fitmesolution.com,insufficient_data,1.0,1,1,1,0.109252
flavorecipe.com,insufficient_data,1.0,3,0,0,0.072328
flavorfulhaven.com,insufficient_data,1.0,15,2,2,0.097485
flavorfullrecipes.com,insufficient_data,1.0,6,1,1,0.094078
flavorfulside.com,insufficient_data,1.0,1,0,0,0.076994
flavorhousejourney.com,insufficient_data,1.0,5,0,0,0.068195
flavornectar.com,insufficient_data,1.0,10,2,2,0.109671
flavornest.net,insufficient_data,1.0,1,0,0,0.076994
flavorquotient.com,insufficient_data,1.0,3,0,0,0.072328
fitnessclone.com,insufficient_data,1.0,1,0,0,0.076994
fitlb.com,insufficient_data,1.0,2,0,0,0.074588
flavorsecret.com,insufficient_data,1.0,4,0,0,0.070201
finepowertools.com,insufficient_data,1.0,4,0,0,0.070201
findawayabroad.com,insufficient_data,1.0,3,0,0,0.072328
findcooking.com,insufficient_data,1.0,11,1,1,0.082605
findingbalance.mom,insufficient_data,1.0,3,0,0,0.072328
findingmyselfyoung.com,insufficient_data,1.0,6,1,1,0.094078
findingtheuniverse.com,insufficient_data,1.0,27,0,0,0.041874
findyourmomtribe.com,insufficient_data,1.0,6,1,1,0.094078
finefoodsblog.com,insufficient_data,1.0,16,0,0,0.051887
finenaturalhairandfaith.com,insufficient_data,1.0,2,0,0,0.074588
fireandsaw.com,insufficient_data,1.0,16,0,0,0.051887
fitasamamabear.com,insufficient_data,1.0,29,2,2,0.074353
firearmstalk.com,insufficient_data,1.0,2,1,1,0.105838
firebirdnation.com,insufficient_data,1.0,5,2,2,0.125338
fireplacehubs.com,insufficient_data,1.0,1,0,0,0.076994
fireplaceuniverse.com,insufficient_data,1.0,4,0,0,0.070201
firewood-for-life.com,insufficient_data,1.0,4,0,0,0.070201
firstcoastnews.com,insufficient_data,1.0,8,0,0,0.062811
fishmasters.com,insufficient_data,1.0,19,0,0,0.048711
fiskerbuzz.com,insufficient_data,1.0,1,0,0,0.076994
flavorsbymaya.com,insufficient_data,1.0,4,0,0,0.070201
flavorycooking.com,insufficient_data,1.0,11,0,0,0.058215
familytravelsonabudget.com,insufficient_data,1.0,3,0,0,0.072328
fnanen.com,insufficient_data,1.0,1,0,0,0.076994
flourishmentary.com,insufficient_data,1.0,11,0,0,0.058215
floursandfrostings.com,insufficient_data,1.0,1,0,0,0.076994
flowersandflowerthings.com,insufficient_data,1.0,2,0,0,0.074588
flowersgeek.com,insufficient_data,1.0,3,0,0,0.072328
flyfishingforum.com,insufficient_data,1.0,2,0,0,0.074588
flyingwithababy.com,insufficient_data,1.0,4,0,0,0.070201
flypeachpie.com,insufficient_data,1.0,4,0,0,0.070201
flytrippers.com,insufficient_data,1.0,2,1,1,0.105838
fnforum.net,insufficient_data,1.0,1,1,1,0.109252
flourdeliz.com,insufficient_data,1.0,2,0,0,0.074588
fnitemshop.com,insufficient_data,1.0,3,0,0,0.072328
fnlondon.com,insufficient_data,1.0,3,0,0,0.072328
focusonyourchild.com,insufficient_data,1.0,6,1,1,0.094078
focusst.org,insufficient_data,1.0,8,0,0,0.062811
focusstoc.com,insufficient_data,1.0,1,0,0,0.076994
foe-helper.com,insufficient_data,1.0,1,0,0,0.076994
foliagefriend.com,insufficient_data,1.0,4,2,2,0.129024
followtheyellowbrickhome.com,insufficient_data,1.0,10,0,0,0.059671
flouringkitchen.com,insufficient_data,1.0,3,0,0,0.072328
flourchild.com,insufficient_data,1.0,19,3,3,0.109935
flavourandsavour.com,insufficient_data,1.0,19,0,0,0.048711
flippedoutfood.com,insufficient_data,1.0,9,0,0,0.061201
flavourstreat.com,insufficient_data,1.0,5,0,0,0.068195
flawedyetfunctional.com,insufficient_data,1.0,7,6,6,0.226671
flawlessphysio.co.uk,insufficient_data,1.0,21,2,2,0.086016
flawlessshoereviews.com,insufficient_data,1.0,2,0,0,0.074588
flaxseedsandfairytales.com,insufficient_data,1.0,1,0,0,0.076994
flightsim.to,insufficient_data,1.0,23,1,1,0.063902
flipflopbarnyard.com,insufficient_data,1.0,5,1,1,0.096766
fliphtml5.com,insufficient_data,1.0,1,0,0,0.076994
flippindelicious.com,insufficient_data,1.0,23,0,0,0.045034
flourandspiceblog.com,insufficient_data,1.0,7,0,0,0.064509
flkeysnews.com,insufficient_data,1.0,3,0,0,0.072328
floortechie.com,insufficient_data,1.0,2,0,0,0.074588
floppycats.com,insufficient_data,1.0,4,0,0,0.070201
floridabulldog.org,insufficient_data,1.0,23,2,2,0.08277
floridaconcealedcarry.com,insufficient_data,1.0,1,0,0,0.076994
floridahikes.com,insufficient_data,1.0,9,0,0,0.061201
floridahockeynow.com,insufficient_data,1.0,15,0,0,0.053041
floridahomesandliving.com,insufficient_data,1.0,2,0,0,0.074588
financialflamingo.com,insufficient_data,1.0,11,2,2,0.106996
financhill.com,insufficient_data,1.0,13,1,1,0.078763
finalweapon.net,insufficient_data,1.0,11,0,0,0.058215
faroutmagazine.co.uk,insufficient_data,1.0,12,1,1,0.080639
farmfreshvintagefinds.com,insufficient_data,1.0,6,0,0,0.066301
farmgirlgourmet.com,insufficient_data,1.0,12,0,0,0.056829
farmhouseandblooms.com,insufficient_data,1.0,7,0,0,0.064509
farmhouseguide.com,insufficient_data,1.0,3,2,2,0.132934
farmhouseliving.com,insufficient_data,1.0,18,0,0,0.049726
farmingmybackyard.com,insufficient_data,1.0,4,0,0,0.070201
farmtojar.com,insufficient_data,1.0,9,0,0,0.061201
farmwifecrafts.com,insufficient_data,1.0,1,0,0,0.076994
fashion-doll-guide.com,insufficient_data,1.0,1,0,0,0.076994
farmforum.net,insufficient_data,1.0,1,0,0,0.076994
fashionablylatemom.com,insufficient_data,1.0,8,0,0,0.062811
fashionacy.com,insufficient_data,1.0,3,0,0,0.072328
fashionfolks.co,insufficient_data,1.0,4,0,0,0.070201
fashionmagazine.com,insufficient_data,1.0,2,0,0,0.074588
fashionwanderer.com,insufficient_data,1.0,5,0,0,0.068195
fastandslowcooking.com,insufficient_data,1.0,9,0,0,0.061201
fastcurries.com,insufficient_data,1.0,4,1,1,0.099612
fastfoodbistro.com,insufficient_data,1.0,1,0,0,0.076994
farmfreshfeasts.com,insufficient_data,1.0,1,0,0,0.076994
farmfitliving.com,insufficient_data,1.0,2,0,0,0.074588
filterfreeparents.com,insufficient_data,1.0,1,0,0,0.076994
fanspeak.com,insufficient_data,1.0,2,0,0,0.074588
familytripguides.com,insufficient_data,1.0,2,0,0,0.074588
famouspeopletoday.com,insufficient_data,1.0,12,1,1,0.080639
fanarch.com,insufficient_data,1.0,1,0,0,0.076994
fanbanter.co.uk,insufficient_data,1.0,3,0,0,0.072328
fanbolt.com,insufficient_data,1.0,19,0,0,0.048711
fancyaproncooking.com,insufficient_data,1.0,9,1,1,0.086842
fancypantshomes.com,insufficient_data,1.0,7,0,0,0.064509
fandomfevers.com,insufficient_data,1.0,3,0,0,0.072328
fantasyfootballpundit.com,insufficient_data,1.0,6,1,1,0.094078
farmettekitchen.com,insufficient_data,1.0,27,0,0,0.041874
fantasyfootballscout.co.uk,insufficient_data,1.0,14,0,0,0.054246
fantasysixpack.net,insufficient_data,1.0,7,0,0,0.064509
fantasywarden.com,insufficient_data,1.0,2,0,0,0.074588
fantrax.com,insufficient_data,1.0,3,0,0,0.072328
farahjeats.com,insufficient_data,1.0,27,0,0,0.041874
fareisle.com,insufficient_data,1.0,27,1,1,0.059418
farmandanimals.com,insufficient_data,1.0,2,0,0,0.074588
farmerxfoodie.com,insufficient_data,1.0,10,0,0,0.059671
fastpeoplesearch.com,insufficient_data,1.0,5,1,1,0.096766
fastzestyrecipes.com,insufficient_data,1.0,5,1,1,0.096766
fatboysoffroad.com,insufficient_data,1.0,1,0,0,0.076994
ffonts.net,insufficient_data,1.0,5,0,0,0.068195
federalnewsnetwork.com,insufficient_data,1.0,5,0,0,0.068195
felinefam.com,insufficient_data,1.0,16,2,2,0.095366
femmecyclist.com,insufficient_data,1.0,10,2,2,0.109671
femmefitalefitclub.com,insufficient_data,1.0,28,2,2,0.075635
fernandmaple.com,insufficient_data,1.0,3,0,0,0.072328
fertilityfriends.co.uk,insufficient_data,1.0,2,0,0,0.074588
festival-of-light.com,insufficient_data,1.0,1,0,0,0.076994
ffcars.com,insufficient_data,1.0,25,1,1,0.061579
fftoday.com,insufficient_data,1.0,16,3,3,0.117105
fatfreevegan.com,insufficient_data,1.0,16,0,0,0.051887
fhfoodhealth.com,insufficient_data,1.0,12,2,2,0.104448
fifteen.net,insufficient_data,1.0,4,0,0,0.070201
fiftiesweb.com,insufficient_data,1.0,3,3,3,0.163237
figandoliveplatter.com,insufficient_data,1.0,2,0,0,0.074588
fightinggobbler.com,insufficient_data,1.0,2,0,0,0.074588
fightingillini.com,insufficient_data,1.0,1,0,0,0.076994
figjar.com,insufficient_data,1.0,28,0,0,0.041152
fillingthejars.com,insufficient_data,1.0,1,0,0,0.076994
feathersandstripes.com,insufficient_data,1.0,2,1,1,0.105838
feastytravels.com,insufficient_data,1.0,3,0,0,0.072328
feastgloriousfeast.com,insufficient_data,1.0,12,0,0,0.056829
feastchase.com,insufficient_data,1.0,2,0,0,0.074588
fatgirlflow.com,insufficient_data,1.0,4,0,0,0.070201
faunafacts.com,insufficient_data,1.0,1,0,0,0.076994
fauxfloraldecor.com,insufficient_data,1.0,11,1,1,0.082605
faveglutenfreerecipes.com,insufficient_data,1.0,5,0,0,0.068195
favehealthyrecipes.com,insufficient_data,1.0,8,0,0,0.062811
favoredstoneguides.com,insufficient_data,1.0,1,0,0,0.076994
favoriteprintables.com,insufficient_data,1.0,7,0,0,0.064509
favrecipes.com,insufficient_data,1.0,1,0,0,0.076994
fayettenyehn.com,insufficient_data,1.0,7,0,0,0.064509
fayettevillenewsroom.com,insufficient_data,1.0,1,0,0,0.076994
fbschedules.com,insufficient_data,1.0,22,0,0,0.0459
fccid.io,insufficient_data,1.0,3,0,0,0.072328
fdlreporter.com,insufficient_data,1.0,4,0,0,0.070201
fearlesseating.net,insufficient_data,1.0,9,0,0,0.061201
fearlessfemaletravels.com,insufficient_data,1.0,8,0,0,0.062811
fearlessfresh.com,insufficient_data,1.0,8,0,0,0.062811
fearof.net,insufficient_data,1.0,10,0,0,0.059671
cookingwithlibby.com,insufficient_data,1.0,23,0,0,0.045034
creativetravelguide.com,insufficient_data,1.0,1,0,0,0.076994
cookingwithfudge.com,insufficient_data,1.0,2,0,0,0.074588
bellewoodcottage.com,insufficient_data,1.0,29,1,1,0.057404
behindthebuckpass.com,insufficient_data,1.0,1,0,0,0.076994
beinganadultishard.com,insufficient_data,1.0,2,0,0,0.074588
beingecomomical.com,insufficient_data,1.0,4,0,0,0.070201
belaroundtheworld.com,insufficient_data,1.0,4,0,0,0.070201
belfastlive.co.uk,insufficient_data,1.0,1,0,0,0.076994
believeinmind.com,insufficient_data,1.0,17,4,4,0.13589
bellalimento.com,insufficient_data,1.0,4,0,0,0.070201
bellesbestbites.com,insufficient_data,1.0,1,0,0,0.076994
bellieskitchen.com,insufficient_data,1.0,22,1,1,0.065131
beginnersewingprojects.com,insufficient_data,1.0,27,0,0,0.041874
bellinghamherald.com,insufficient_data,1.0,16,0,0,0.051887
bellyrumbles.com,insufficient_data,1.0,2,0,0,0.074588
belquistwist.com,insufficient_data,1.0,8,0,0,0.062811
benefitsexplorer.com,insufficient_data,1.0,2,0,0,0.074588
bengalcats.co,insufficient_data,1.0,2,0,0,0.074588
bensbargains.com,insufficient_data,1.0,1,1,1,0.109252
bensrecipes.com,insufficient_data,1.0,12,0,0,0.056829
benzworld.org,insufficient_data,1.0,7,1,1,0.091536
beginwithbalance.com,insufficient_data,1.0,1,0,0,0.076994
beginnerguitarhq.com,insufficient_data,1.0,3,0,0,0.072328
beplantwell.com,insufficient_data,1.0,13,0,0,0.055508
bebraveandbloom.com,insufficient_data,1.0,5,0,0,0.068195
beardresource.com,insufficient_data,1.0,3,0,0,0.072328
beautyandthebeets.com,insufficient_data,1.0,1,0,0,0.076994
beautyinthecrumbs.com,insufficient_data,1.0,5,1,1,0.096766
beautymag.com,insufficient_data,1.0,1,0,0,0.076994
beautymunsta.com,insufficient_data,1.0,26,6,6,0.149765
beautypitara.com,insufficient_data,1.0,6,0,0,0.066301
beautywithhollie.com,insufficient_data,1.0,2,0,0,0.074588
bebrainfit.com,insufficient_data,1.0,15,1,1,0.075263
becauseisaidsobaby.com,insufficient_data,1.0,17,0,0,0.050784
befonts.com,insufficient_data,1.0,3,0,0,0.072328
becausemomsays.com,insufficient_data,1.0,23,1,1,0.063902
beckythetraveller.com,insufficient_data,1.0,1,0,0,0.076994
bedroomproducersblog.com,insufficient_data,1.0,22,0,0,0.0459
beebom.com,insufficient_data,1.0,2,0,0,0.074588
beekeepingforums.com,insufficient_data,1.0,2,0,0,0.074588
beelovedcity.com,insufficient_data,1.0,11,0,0,0.058215
beermaverick.com,insufficient_data,1.0,6,0,0,0.066301
beesource.com,insufficient_data,1.0,2,2,2,0.137088
beonestrongmother.com,insufficient_data,1.0,2,0,0,0.074588
berrymaple.com,insufficient_data,1.0,9,0,0,0.061201
bichonworld.net,insufficient_data,1.0,1,1,1,0.109252
beyondsweetandsavory.com,insufficient_data,1.0,24,0,0,0.0442
betsylife.com,insufficient_data,1.0,2,0,0,0.074588
bettafish.com,insufficient_data,1.0,5,0,0,0.068195
betterbakerclub.com,insufficient_data,1.0,28,3,3,0.092876
betterhomebase.com,insufficient_data,1.0,1,0,0,0.076994
bettersoundproofing.com,insufficient_data,1.0,2,0,0,0.074588
betterthanbreadketo.com,insufficient_data,1.0,2,0,0,0.074588
betweenusparents.com,insufficient_data,1.0,1,0,0,0.076994
beyondflourblog.com,insufficient_data,1.0,14,0,0,0.054246
beyondthebookends.com,insufficient_data,1.0,29,4,4,0.108251
bethanylynnemakes.com,insufficient_data,1.0,16,0,0,0.051887
beyondthebucketlist.co,insufficient_data,1.0,2,0,0,0.074588
beyondtheflag.com,insufficient_data,1.0,6,0,0,0.066301
beyondthenoms.com,insufficient_data,1.0,14,0,0,0.054246
bibamagazine.fr,insufficient_data,1.0,1,0,0,0.076994
