internal_adspace_id,geo_region_name,os_code,suggested_bid_cpm
111564,Akershus,-1,20.0
111564,Alabama,-1,20.0
111564,Alabama,2,18.9
111564,Alabama,8,20.0
111564,Alaska,-1,18.9
111564,Alaska,8,18.29
111564,Alberta,-1,20.0
111564,Ar Riyāḑ,-1,20.0
111564,Arizona,-1,20.0
111564,Arizona,2,20.0
111564,Arizona,8,3.0
111564,Arizona,18,20.0
111564,Arkansas,-1,20.0
111564,Arkansas,8,3.0
111564,Belgrade,-1,20.0
111564,Bourgogne-Franche-Comte,-1,20.0
111564,British Columbia,-1,20.0
111564,California,-1,20.0
111564,California,1,20.0
111564,California,2,18.9
111564,California,8,3.04
111564,California,18,3.06
111564,Catalonia,-1,20.0
111564,Colorado,-1,20.0
111564,Colorado,1,15.94
111564,Colorado,2,20.0
111564,Colorado,8,17.55
111564,Connecticut,-1,20.0
111564,Connecticut,2,20.0
111564,Connecticut,8,3.0
111564,Connecticut,18,20.0
111564,Delaware,-1,20.0
111564,Delaware,2,20.0
111564,Delaware,8,18.9
111564,District of Columbia,-1,20.0
111564,District of Columbia,2,20.0
111564,District of Columbia,8,20.0
111564,England,-1,20.0
111564,England,8,20.0
111564,Florida,-1,20.0
111564,Florida,1,17.89
111564,Florida,2,18.85
111564,Florida,8,3.0
111564,Florida,18,15.36
111564,Georgia,-1,20.0
111564,Georgia,2,20.0
111564,Georgia,8,3.0
111564,Georgia,18,20.0
111564,Hawaii,-1,20.0
111564,Hawaii,8,20.0
111564,Idaho,-1,20.0
111564,Idaho,8,16.27
111564,Idaho,18,20.0
111564,Illinois,-1,20.0
111564,Illinois,2,20.0
111564,Illinois,8,20.0
111564,Illinois,18,18.9
111564,Indiana,-1,20.0
111564,Indiana,2,20.0
111564,Indiana,8,20.0
111564,Indiana,18,20.0
111564,Iowa,-1,20.0
111564,Iowa,2,20.0
111564,Iowa,8,20.0
111564,Kansas,-1,20.0
111564,Kansas,8,20.0
111564,Kentucky,-1,20.0
111564,Kentucky,2,20.0
111564,Kentucky,8,20.0
111564,Kentucky,18,18.9
111564,Louisiana,-1,20.0
111564,Louisiana,8,20.0
111564,Maine,-1,20.0
111564,Maine,8,20.0
111564,Maine,18,20.0
111564,Manitoba,-1,20.0
111564,Maryland,-1,20.0
111564,Maryland,2,20.0
111564,Maryland,8,20.0
111564,Maryland,18,20.0
111564,Massachusetts,-1,20.0
111564,Massachusetts,1,20.0
111564,Massachusetts,2,20.0
111564,Massachusetts,8,20.0
111564,Massachusetts,18,18.9
111564,Michigan,-1,20.0
111564,Michigan,1,20.0
111564,Michigan,2,18.9
111564,Michigan,8,20.0
111564,Michigan,18,20.0
111564,Minnesota,-1,20.0
111564,Minnesota,8,20.0
111564,Minnesota,18,20.0
111564,Mississippi,-1,20.0
111564,Mississippi,8,20.0
111564,Mississippi,18,20.0
111564,Missouri,-1,20.0
111564,Missouri,2,20.0
111564,Missouri,8,20.0
111564,Montana,-1,18.9
111564,Montana,8,20.0
111564,Nebraska,-1,20.0
111564,Nebraska,8,20.0
111564,Nevada,-1,20.0
111564,Nevada,2,20.0
111564,Nevada,8,17.22
111564,Nevada,18,20.0
111564,New Hampshire,-1,20.0
111564,New Hampshire,2,18.2
111564,New Hampshire,8,20.0
111564,New Jersey,-1,20.0
111564,New Jersey,2,20.0
111564,New Jersey,8,20.0
111564,New Jersey,18,20.0
111564,New Mexico,-1,20.0
111564,New Mexico,1,20.0
111564,New Mexico,8,20.0
111564,New York,-1,20.0
111564,New York,1,20.0
111564,New York,2,18.9
111564,New York,8,20.0
111564,New York,18,18.9
111564,North Carolina,-1,20.0
111564,North Carolina,2,20.0
111564,North Carolina,8,3.0
111564,North Carolina,18,17.62
111564,North Dakota,-1,20.0
111564,North Dakota,2,20.0
111564,North Dakota,8,16.26
111564,Nova Scotia,-1,20.0
111564,Ohio,-1,20.0
111564,Ohio,1,20.0
111564,Ohio,2,20.0
111564,Ohio,8,20.0
111564,Ohio,18,18.9
111564,Oklahoma,-1,20.0
111564,Oklahoma,8,20.0
111564,Ontario,-1,18.9
111564,Ontario,8,20.0
111564,Oregon,-1,20.0
111564,Oregon,2,18.9
111564,Oregon,8,20.0
111564,Oregon,18,20.0
111564,Pennsylvania,-1,20.0
111564,Pennsylvania,2,18.9
111564,Pennsylvania,8,20.0
111564,Pennsylvania,18,18.9
111564,Queensland,-1,20.0
111564,Rhode Island,-1,20.0
111564,Rhode Island,8,20.0
111564,Rhode Island,18,20.0
111564,Rio de Janeiro,-1,20.0
111564,Sofia-Capital,-1,20.0
111564,South Carolina,-1,20.0
111564,South Carolina,2,20.0
111564,South Carolina,8,3.0
111564,South Carolina,18,18.9
111564,South Dakota,-1,20.0
111564,South Dakota,8,17.63
111564,Tennessee,-1,20.0
111564,Tennessee,2,20.0
111564,Tennessee,8,20.0
111564,Tennessee,18,20.0
111564,Texas,-1,20.0
111564,Texas,1,20.0
111564,Texas,2,18.9
111564,Texas,8,20.0
111564,Texas,18,20.0
111564,Unknown,-1,20.0
111564,Unknown,1,20.0
111564,Unknown,2,20.0
111564,Unknown,8,3.05
111564,Unknown,18,3.06
111564,Utah,-1,20.0
111564,Utah,1,20.0
111564,Utah,8,20.0
111564,Vermont,-1,20.0
111564,Vermont,8,18.14
111564,Vermont,18,20.0
111564,Virginia,-1,20.0
111564,Virginia,2,18.9
111564,Virginia,8,20.0
111564,Virginia,18,20.0
111564,Washington,-1,20.0
111564,Washington,2,18.9
111564,Washington,8,20.0
111564,Washington,18,18.9
111564,West Virginia,-1,20.0
111564,West Virginia,8,20.0
111564,West Virginia,18,20.0
111564,Wisconsin,-1,20.0
111564,Wisconsin,2,20.0
111564,Wisconsin,8,20.0
111564,Wisconsin,18,18.9
111564,Wyoming,-1,20.0
111564,Wyoming,8,3.0
111565,Akershus,-1,20.0
111565,Alabama,-1,20.0
111565,Alabama,2,18.9
111565,Alabama,8,20.0
111565,Alaska,-1,18.9
111565,Alaska,8,18.9
111565,Alberta,-1,20.0
111565,Ar Riyāḑ,-1,20.0
111565,Arizona,-1,20.0
111565,Arizona,2,20.0
111565,Arizona,8,20.0
111565,Arizona,18,20.0
111565,Arkansas,-1,20.0
111565,Arkansas,8,20.0
111565,Belgrade,-1,20.0
111565,Bourgogne-Franche-Comte,-1,20.0
111565,British Columbia,-1,20.0
111565,California,-1,20.0
111565,California,1,20.0
111565,California,2,18.9
111565,California,8,20.0
111565,California,18,18.9
111565,Catalonia,-1,20.0
111565,Colorado,-1,20.0
111565,Colorado,1,18.9
111565,Colorado,2,20.0
111565,Colorado,8,20.0
111565,Connecticut,-1,20.0
111565,Connecticut,2,18.9
111565,Connecticut,8,20.0
111565,Connecticut,18,20.0
111565,Delaware,-1,20.0
111565,Delaware,2,20.0
111565,Delaware,8,18.9
111565,District of Columbia,-1,20.0
111565,District of Columbia,2,20.0
111565,District of Columbia,8,18.9
111565,England,-1,20.0
111565,England,8,20.0
111565,Florida,-1,20.0
111565,Florida,1,18.9
111565,Florida,2,18.33
111565,Florida,8,20.0
111565,Florida,18,16.74
111565,Georgia,-1,20.0
111565,Georgia,2,20.0
111565,Georgia,8,20.0
111565,Georgia,18,20.0
111565,Hawaii,-1,20.0
111565,Hawaii,8,20.0
111565,Idaho,-1,20.0
111565,Idaho,8,18.9
111565,Idaho,18,20.0
111565,Illinois,-1,20.0
111565,Illinois,2,20.0
111565,Illinois,8,20.0
111565,Illinois,18,18.9
111565,Indiana,-1,20.0
111565,Indiana,2,20.0
111565,Indiana,8,20.0
111565,Indiana,18,20.0
111565,Iowa,-1,20.0
111565,Iowa,2,20.0
111565,Iowa,8,20.0
111565,Kansas,-1,20.0
111565,Kansas,8,20.0
111565,Kentucky,-1,20.0
111565,Kentucky,2,20.0
111565,Kentucky,8,20.0
111565,Kentucky,18,18.9
111565,Louisiana,-1,20.0
111565,Louisiana,2,20.0
111565,Louisiana,8,20.0
111565,Maine,-1,20.0
111565,Maine,8,20.0
111565,Maine,18,20.0
111565,Manitoba,-1,20.0
111565,Maryland,-1,20.0
111565,Maryland,2,20.0
111565,Maryland,8,20.0
111565,Maryland,18,20.0
111565,Massachusetts,-1,20.0
111565,Massachusetts,1,20.0
111565,Massachusetts,2,20.0
111565,Massachusetts,8,20.0
111565,Massachusetts,18,18.9
111565,Michigan,-1,20.0
111565,Michigan,1,20.0
111565,Michigan,2,18.9
111565,Michigan,8,20.0
111565,Michigan,18,20.0
111565,Minnesota,-1,20.0
111565,Minnesota,8,20.0
111565,Minnesota,18,20.0
111565,Mississippi,-1,20.0
111565,Mississippi,8,20.0
111565,Mississippi,18,20.0
111565,Missouri,-1,20.0
111565,Missouri,2,20.0
111565,Missouri,8,20.0
111565,Montana,-1,18.9
111565,Montana,8,18.9
111565,Nebraska,-1,20.0
111565,Nebraska,8,20.0
111565,Nevada,-1,20.0
111565,Nevada,2,20.0
111565,Nevada,8,20.0
111565,Nevada,18,20.0
111565,New Hampshire,-1,20.0
111565,New Hampshire,2,18.61
111565,New Hampshire,8,20.0
111565,New Jersey,-1,20.0
111565,New Jersey,2,20.0
111565,New Jersey,8,20.0
111565,New Jersey,18,20.0
111565,New Mexico,-1,20.0
111565,New Mexico,1,20.0
111565,New Mexico,8,20.0
111565,New York,-1,20.0
111565,New York,1,20.0
111565,New York,2,18.9
111565,New York,8,20.0
111565,New York,18,20.0
111565,North Carolina,-1,20.0
111565,North Carolina,2,20.0
111565,North Carolina,8,20.0
111565,North Carolina,18,18.9
111565,North Dakota,-1,20.0
111565,North Dakota,2,20.0
111565,North Dakota,8,20.0
111565,Nova Scotia,-1,20.0
111565,Ohio,-1,20.0
111565,Ohio,1,20.0
111565,Ohio,2,20.0
111565,Ohio,8,20.0
111565,Ohio,18,18.9
111565,Oklahoma,-1,20.0
111565,Oklahoma,8,20.0
111565,Ontario,-1,18.9
111565,Ontario,8,20.0
111565,Oregon,-1,20.0
111565,Oregon,2,18.9
111565,Oregon,8,20.0
111565,Oregon,18,20.0
111565,Ostan-e Tehran,-1,20.0
111565,Pennsylvania,-1,20.0
111565,Pennsylvania,2,18.9
111565,Pennsylvania,8,20.0
111565,Pennsylvania,18,18.9
111565,Queensland,-1,20.0
111565,Rhode Island,-1,20.0
111565,Rhode Island,8,20.0
111565,Rhode Island,18,20.0
111565,Rio de Janeiro,-1,20.0
111565,Sofia-Capital,-1,20.0
111565,South Carolina,-1,20.0
111565,South Carolina,8,20.0
111565,South Carolina,18,18.9
111565,South Dakota,-1,20.0
111565,South Dakota,8,18.9
111565,Tennessee,-1,20.0
111565,Tennessee,2,20.0
111565,Tennessee,8,20.0
111565,Tennessee,18,20.0
111565,Texas,-1,20.0
111565,Texas,1,20.0
111565,Texas,2,20.0
111565,Texas,8,20.0
111565,Texas,18,20.0
111565,Unknown,-1,20.0
111565,Unknown,1,20.0
111565,Unknown,2,18.9
111565,Unknown,8,20.0
111565,Unknown,18,18.9
111565,Utah,-1,20.0
111565,Utah,8,20.0
111565,Vermont,-1,20.0
111565,Vermont,8,18.9
111565,Vermont,18,20.0
111565,Virginia,-1,20.0
111565,Virginia,2,18.14
111565,Virginia,8,20.0
111565,Virginia,18,20.0
111565,Washington,-1,20.0
111565,Washington,2,18.9
111565,Washington,8,20.0
111565,Washington,18,18.9
111565,West Virginia,-1,20.0
111565,West Virginia,8,20.0
111565,West Virginia,18,20.0
111565,Wisconsin,-1,20.0
111565,Wisconsin,2,20.0
111565,Wisconsin,8,20.0
111565,Wisconsin,18,18.9
111565,Wyoming,-1,18.9
111565,Wyoming,8,20.0
111566,Alabama,-1,20.0
111566,Alabama,2,20.0
111566,Alabama,8,20.0
111566,Alaska,-1,18.9
111566,Alaska,8,20.0
111566,Alberta,-1,20.0
111566,Arizona,-1,20.0
111566,Arizona,2,20.0
111566,Arizona,8,20.0
111566,Arizona,18,20.0
111566,Arkansas,-1,18.9
111566,Arkansas,8,18.9
111566,Belgrade,-1,20.0
111566,British Columbia,-1,20.0
111566,California,-1,20.0
111566,California,1,20.0
111566,California,2,20.0
111566,California,8,20.0
111566,California,18,18.82
111566,Colorado,-1,20.0
111566,Colorado,1,20.0
111566,Colorado,2,20.0
111566,Colorado,8,20.0
111566,Connecticut,-1,20.0
111566,Connecticut,2,20.0
111566,Connecticut,8,20.0
111566,Connecticut,18,20.0
111566,Delaware,-1,18.9
111566,Delaware,8,18.9
111566,District of Columbia,-1,18.9
111566,District of Columbia,2,20.0
111566,District of Columbia,8,18.9
111566,England,-1,20.0
111566,England,8,20.0
111566,Florida,-1,20.0
111566,Florida,1,20.0
111566,Florida,2,18.9
111566,Florida,8,20.0
111566,Florida,18,18.9
111566,Georgia,-1,20.0
111566,Georgia,2,20.0
111566,Georgia,8,20.0
111566,Georgia,18,20.0
111566,Hawaii,-1,18.9
111566,Hawaii,8,18.9
111566,Idaho,-1,18.9
111566,Idaho,8,18.9
111566,Idaho,18,20.0
111566,Illinois,-1,20.0
111566,Illinois,8,20.0
111566,Illinois,18,20.0
111566,Indiana,-1,20.0
111566,Indiana,2,20.0
111566,Indiana,8,18.9
111566,Indiana,18,20.0
111566,Iowa,-1,20.0
111566,Iowa,2,20.0
111566,Iowa,8,18.9
111566,Kansas,-1,20.0
111566,Kansas,8,18.9
111566,Kentucky,-1,20.0
111566,Kentucky,2,20.0
111566,Kentucky,8,18.9
111566,Kentucky,18,20.0
111566,Louisiana,-1,20.0
111566,Louisiana,8,18.9
111566,Maine,-1,18.9
111566,Maine,8,18.9
111566,Maine,18,20.0
111566,Manitoba,-1,20.0
111566,Maryland,-1,20.0
111566,Maryland,8,20.0
111566,Massachusetts,-1,20.0
111566,Massachusetts,8,20.0
111566,Massachusetts,18,18.9
111566,Michigan,-1,20.0
111566,Michigan,1,20.0
111566,Michigan,2,20.0
111566,Michigan,8,20.0
111566,Michigan,18,20.0
111566,Minnesota,-1,20.0
111566,Minnesota,8,20.0
111566,Minnesota,18,20.0
111566,Mississippi,-1,20.0
111566,Mississippi,8,18.9
111566,Mississippi,18,20.0
111566,Missouri,-1,20.0
111566,Missouri,2,20.0
111566,Missouri,8,18.9
111566,Montana,-1,18.9
111566,Montana,8,20.0
111566,Nebraska,-1,20.0
111566,Nebraska,8,18.1
111566,Nevada,-1,18.9
111566,Nevada,2,20.0
111566,Nevada,8,17.93
111566,Nevada,18,20.0
111566,New Hampshire,-1,20.0
111566,New Hampshire,2,18.9
111566,New Hampshire,8,18.9
111566,New Jersey,-1,20.0
111566,New Jersey,2,20.0
111566,New Jersey,8,20.0
111566,New Mexico,-1,18.9
111566,New Mexico,1,20.0
111566,New Mexico,8,18.9
111566,New York,-1,20.0
111566,New York,2,20.0
111566,New York,8,20.0
111566,New York,18,20.0
111566,North Carolina,-1,20.0
111566,North Carolina,8,20.0
111566,North Carolina,18,20.0
111566,North Dakota,-1,18.9
111566,North Dakota,2,20.0
111566,North Dakota,8,20.0
111566,Ohio,-1,20.0
111566,Ohio,2,20.0
111566,Ohio,8,20.0
111566,Ohio,18,18.9
111566,Oklahoma,-1,20.0
111566,Oklahoma,2,20.0
111566,Oklahoma,8,18.74
111566,Ontario,-1,20.0
111566,Oregon,-1,20.0
111566,Oregon,2,20.0
111566,Oregon,8,18.9
111566,Pennsylvania,-1,20.0
111566,Pennsylvania,2,20.0
111566,Pennsylvania,8,20.0
111566,Pennsylvania,18,20.0
111566,Rhode Island,-1,18.9
111566,Rhode Island,8,20.0
111566,Rhode Island,18,20.0
111566,Rio de Janeiro,-1,20.0
111566,South Carolina,-1,20.0
111566,South Carolina,8,20.0
111566,South Carolina,18,20.0
111566,South Dakota,-1,18.9
111566,South Dakota,8,20.0
111566,Tennessee,-1,20.0
111566,Tennessee,2,20.0
111566,Tennessee,8,20.0
111566,Texas,-1,20.0
111566,Texas,2,20.0
111566,Texas,8,20.0
111566,Unknown,-1,20.0
111566,Unknown,2,18.9
111566,Unknown,8,20.0
111566,Unknown,18,18.9
111566,Utah,-1,20.0
111566,Utah,1,20.0
111566,Utah,8,18.9
111566,Vermont,-1,18.9
111566,Vermont,8,20.0
111566,Virginia,-1,20.0
111566,Virginia,2,18.9
111566,Virginia,8,20.0
111566,Virginia,18,20.0
111566,Washington,-1,20.0
111566,Washington,2,18.39
111566,Washington,8,20.0
111566,Washington,18,20.0
111566,West Virginia,-1,20.0
111566,West Virginia,8,18.8
111566,West Virginia,18,20.0
111566,Wisconsin,-1,20.0
111566,Wisconsin,2,20.0
111566,Wisconsin,8,18.9
111566,Wisconsin,18,18.9
111566,Wyoming,-1,18.9
111566,Wyoming,8,20.0
111567,Alabama,-1,18.9
111567,Alabama,2,20.0
111567,Alabama,8,18.9
111567,Alaska,-1,20.0
111567,Alaska,8,20.0
111567,Alberta,-1,20.0
111567,Arizona,-1,20.0
111567,Arizona,8,18.9
111567,Arizona,18,20.0
111567,Arkansas,-1,18.9
111567,Arkansas,8,20.0
111567,Bourgogne-Franche-Comte,-1,20.0
111567,British Columbia,-1,20.0
111567,California,-1,20.0
111567,California,1,20.0
111567,California,2,20.0
111567,California,8,20.0
111567,California,18,18.9
111567,Colorado,-1,20.0
111567,Colorado,1,20.0
111567,Colorado,2,20.0
111567,Colorado,8,16.98
111567,Connecticut,-1,18.9
111567,Connecticut,2,20.0
111567,Connecticut,8,16.29
111567,Connecticut,18,20.0
111567,Delaware,-1,20.0
111567,Delaware,8,20.0
111567,District of Columbia,-1,20.0
111567,District of Columbia,2,20.0
111567,District of Columbia,8,20.0
111567,England,-1,20.0
111567,Florida,-1,20.0
111567,Florida,1,20.0
111567,Florida,2,20.0
111567,Florida,8,3.0
111567,Florida,18,20.0
111567,Georgia,-1,20.0
111567,Georgia,2,20.0
111567,Georgia,8,20.0
111567,Hawaii,-1,20.0
111567,Hawaii,8,18.9
111567,Idaho,-1,20.0
111567,Idaho,8,20.0
111567,Idaho,18,20.0
111567,Illinois,-1,20.0
111567,Illinois,8,18.9
111567,Illinois,18,20.0
111567,Indiana,-1,20.0
111567,Indiana,2,20.0
111567,Indiana,8,18.9
111567,Iowa,-1,18.9
111567,Iowa,2,20.0
111567,Iowa,8,18.9
111567,Kansas,-1,18.9
111567,Kansas,8,18.9
111567,Kentucky,-1,18.9
111567,Kentucky,8,18.9
111567,Kentucky,18,20.0
111567,Louisiana,-1,20.0
111567,Louisiana,8,18.1
111567,Maine,-1,20.0
111567,Maine,8,20.0
111567,Manitoba,-1,20.0
111567,Maryland,-1,20.0
111567,Maryland,8,18.9
111567,Massachusetts,-1,20.0
111567,Massachusetts,8,20.0
111567,Massachusetts,18,20.0
111567,Michigan,-1,20.0
111567,Michigan,1,20.0
111567,Michigan,2,20.0
111567,Michigan,8,18.51
111567,Michigan,18,20.0
111567,Minnesota,-1,18.9
111567,Minnesota,8,18.9
111567,Minnesota,18,20.0
111567,Mississippi,-1,18.9
111567,Mississippi,8,18.9
111567,Mississippi,18,20.0
111567,Missouri,-1,18.9
111567,Missouri,2,20.0
111567,Missouri,8,18.9
111567,Montana,-1,20.0
111567,Montana,8,20.0
111567,Nebraska,-1,18.9
111567,Nebraska,8,18.9
111567,Nevada,-1,18.9
111567,Nevada,2,20.0
111567,Nevada,8,18.9
111567,Nevada,18,20.0
111567,New Hampshire,-1,18.9
111567,New Hampshire,2,20.0
111567,New Hampshire,8,20.0
111567,New Jersey,-1,20.0
111567,New Jersey,2,20.0
111567,New Jersey,8,20.0
111567,New Mexico,-1,18.9
111567,New Mexico,1,20.0
111567,New Mexico,8,20.0
111567,New York,-1,20.0
111567,New York,2,20.0
111567,New York,8,20.0
111567,North Carolina,-1,20.0
111567,North Carolina,8,20.0
111567,North Dakota,-1,20.0
111567,Ohio,-1,20.0
111567,Ohio,2,20.0
111567,Ohio,8,20.0
111567,Ohio,18,17.28
111567,Oklahoma,-1,18.9
111567,Oklahoma,2,20.0
111567,Oklahoma,8,18.9
111567,Ontario,-1,20.0
111567,Ontario,8,20.0
111567,Oregon,-1,20.0
111567,Oregon,2,20.0
111567,Oregon,8,18.9
111567,Pennsylvania,-1,20.0
111567,Pennsylvania,2,20.0
111567,Pennsylvania,8,20.0
111567,Pennsylvania,18,20.0
111567,Rhode Island,-1,18.9
111567,Rhode Island,8,20.0
111567,Rio de Janeiro,-1,20.0
111567,South Carolina,-1,20.0
111567,South Carolina,8,17.19
111567,South Dakota,-1,20.0
111567,South Dakota,8,20.0
111567,Tennessee,-1,20.0
111567,Tennessee,2,20.0
111567,Tennessee,8,20.0
111567,Texas,-1,20.0
111567,Texas,2,20.0
111567,Texas,8,20.0
111567,Unknown,-1,20.0
111567,Unknown,2,18.9
111567,Unknown,8,20.0
111567,Unknown,18,18.9
111567,Utah,-1,18.9
111567,Utah,8,20.0
111567,Vermont,-1,20.0
111567,Vermont,8,20.0
111567,Virginia,-1,20.0
111567,Virginia,2,20.0
111567,Virginia,8,18.9
111567,Washington,-1,20.0
111567,Washington,2,18.9
111567,Washington,8,18.9
111567,Washington,18,20.0
111567,West Virginia,-1,18.9
111567,West Virginia,8,20.0
111567,Wisconsin,-1,18.9
111567,Wisconsin,2,20.0
111567,Wisconsin,8,18.9
111567,Wisconsin,18,20.0
111567,Wyoming,-1,20.0
111568,Alabama,-1,18.9
111568,Alabama,2,20.0
111568,Alabama,8,18.9
111568,Alaska,-1,20.0
111568,Alaska,8,20.0
111568,Alberta,-1,20.0
111568,Arizona,-1,20.0
111568,Arizona,8,18.9
111568,Arizona,18,20.0
111568,Arkansas,-1,18.9
111568,Arkansas,8,20.0
111568,Bourgogne-Franche-Comte,-1,20.0
111568,British Columbia,-1,20.0
111568,California,-1,20.0
111568,California,1,20.0
111568,California,2,20.0
111568,California,8,20.0
111568,California,18,20.0
111568,Colorado,-1,18.9
111568,Colorado,1,20.0
111568,Colorado,2,20.0
111568,Colorado,8,17.65
111568,Connecticut,-1,18.9
111568,Connecticut,2,20.0
111568,Connecticut,8,18.9
111568,Connecticut,18,20.0
111568,Delaware,-1,20.0
111568,Delaware,8,20.0
111568,District of Columbia,-1,20.0
111568,District of Columbia,2,20.0
111568,District of Columbia,8,20.0
